size,total_sqft,bath,balcony,price
1,460,1,1,21
2,1285,2,2,55
2,1070,2,1,35
3,1801,3,2,140
3,1697,3,2,115
2,1199,2,2,65
3,2300,3,1,220
3,1340,2,3,64
4,3800,4,3,205
2,1125,2,1,75
2,1050,2,3,41
2,956,2,1,49
2,1000,2,2,30
3,1596,3,0,95
2,1296,2,3,89
3,1639,3,3,123
2,1219,2,1,61
3,1200,3,1,50
2,1218,2,1,73
2,920,2,3,37
3,2559,3,2,141
1,525,1,1,26
3,1427,2,2,48
3,1270,3,2,45
2,920,2,3,65
3,1740,3,2,199
3,1530,2,2,90
3,1372,2,1,90
4,2363,5,2,120
4,3895,4,3,220
3,1950,3,2,131
2,885,2,3,40
2,600,2,2,27
2,1339,2,2,62
2,1130,2,1,36
2,1085,2,2,43
3,1430,3,2,72
4,1451,4,1,121
3,1490,2,1,59
4,1650,4,0,99
2,1286,2,2,57
2,925,2,2,63
4,3016,4,3,230
2,1000,2,2,44
2,1215,2,2,39
2,1336,2,2,100
1,673,1,1,36
3,1600,3,3,160
2,1143,2,2,65
2,1470,2,2,61
3,1785,3,2,94
3,2292,3,2,286
3,1460,3,3,71
3,1500,2,3,80
2,1230,2,2,48
1,650,1,1,20
2,1220,2,1,43
3,1570,3,1,115
3,3000,3,3,400
3,1665,3,2,86
3,1350,2,1,87
3,1719,3,2,116
1,664,1,1,35
2,1011,2,1,50
3,1680,3,2,85
3,1520,2,2,150
3,1350,2,2,53
2,875,2,1,33
2,1231,2,2,48
2,1174,2,3,74
3,1560,3,3,75
2,1464,2,2,56
2,850,2,2,55
3,1750,3,1,180
3,2408,4,2,260
2,1080,2,1,44
3,2070,3,2,225
2,1020,2,1,29
3,1500,2,3,55
2,1175,2,1,47
2,1030,2,1,34
2,1440,2,1,115
2,1500,2,1,84
2,1200,2,3,50
1,705,1,2,36
3,2240,5,2,155
3,1584,3,1,103
3,1340,3,3,77
3,1800,3,2,70
2,1200,2,3,45
1,685,1,1,40
2,925,2,3,42
2,1230,2,2,57
2,1125,2,1,52
2,1100,2,1,54
3,1400,2,2,41
3,1858,3,1,98
4,3530,4,2,290
2,1185,2,2,60
2,1255,2,1,58
4,3436,6,3,475
3,1335,3,2,89
3,1999,3,2,132
3,1397,3,2,110
2,1140,2,2,38
1,525,1,1,30
2,1205,2,1,81
3,1700,3,2,75
2,1090,2,1,54
1,2400,1,0,650
1,923,1,1,60
4,3595,6,2,360
2,1050,2,2,48
2,1495,2,2,79
3,1485,3,2,85
3,1033,2,2,31
3,1400,2,1,48
2,944,2,1,35
2,1216,2,1,66
2,1100,2,1,39
3,1743,3,2,93
2,1274,2,2,48
3,2500,3,2,425
3,1512,2,2,110
4,3100,5,1,385
3,1650,3,3,100
3,1875,3,1,55
3,1350,3,2,54
2,1219,2,2,40
2,1141,2,1,44
2,1151,2,1,43
2,915,2,1,38
2,1115,2,1,65
3,2072,4,2,139
2,1200,2,2,53
2,1300,2,2,65
2,1457,2,2,85
2,1262,2,2,55
2,900,2,2,22
1,420,1,1,17
2,1160,2,1,46
2,1115,2,2,50
3,1315,2,1,85
2,1500,2,2,57
2,1127,2,1,68
3,1397,3,2,104
2,1173,2,1,60
2,1090,2,2,28
2,1230,2,1,76
4,3200,3,3,190
2,858,2,1,31
3,1868,3,1,121
3,1689,3,2,91
4,600,3,2,73
3,1425,3,3,49
3,1310,2,1,85
2,970,2,1,40
3,1397,3,3,108
2,1157,2,1,40
2,1125,2,1,61
2,1157,2,1,42
2,1241,2,1,82
1,660,1,1,62
4,4000,4,3,220
4,2340,4,1,148
1,596,1,1,42
3,1910,3,1,190
2,1139,2,2,80
4,3122,5,2,225
2,1033,2,2,28
2,1168,2,2,64
2,877,2,3,42
2,1340,2,2,75
3,1405,2,2,70
3,1800,3,3,65
3,1750,3,3,149
3,1360,2,1,65
2,985,2,1,63
2,1300,2,1,129
3,1850,3,2,150
3,1490,2,3,88
2,620,1,1,25
2,1130,2,1,42
2,1080,2,2,55
3,1410,2,3,52
3,1375,3,2,59
3,1290,2,1,94
3,1318,2,1,85
2,1128,2,1,68
2,1051,2,2,56
2,1327,2,3,85
4,2912,6,2,210
2,1301,2,2,55
1,650,1,0,30
3,1500,2,2,89
2,1000,2,1,28
2,984,2,1,45
3,1819,3,1,160
3,1355,3,1,83
3,2145,4,1,270
3,2475,4,3,300
2,1118,2,0,30
1,910,1,1,42
3,1250,3,2,39
2,1304,2,3,100
3,1615,3,2,58
2,1400,2,2,68
2,1070,2,2,47
3,3500,3,3,395
2,1132,2,1,89
3,2000,3,2,85
1,794,1,2,65
2,1090,2,2,43
3,1500,3,2,70
3,2059,3,2,225
1,525,1,1,30
2,1447,2,1,75
2,1269,2,1,75
2,1070,2,2,37
2,1150,2,0,28
2,1208,2,2,70
2,1185,2,1,45
2,888,2,1,34
2,1015,2,2,25
1,532,1,1,22
3,1060,3,1,62
1,700,1,1,35
2,902,2,2,42
2,1175,2,1,47
2,1365,2,1,122
2,984,2,1,51
3,1475,3,2,96
2,1300,2,2,79
3,1453,2,2,43
2,1550,2,3,160
3,1845,3,3,91
3,1676,3,3,52
2,1137,2,1,63
3,1360,2,1,70
3,1374,2,2,70
3,2170,3,2,151
2,1080,2,1,55
3,1790,3,3,100
1,550,1,1,17
3,1270,2,2,50
2,1033,2,2,48
4,2940,6,2,280
2,1240,2,2,52
2,883,2,1,39
3,1500,2,0,97
3,1730,3,3,139
3,1915,3,3,80
3,1545,3,2,79
3,1865,4,2,140
2,1150,2,2,40
2,1200,2,2,49
2,963,2,2,40
4,2600,4,3,260
3,1682,3,1,120
3,1371,2,2,65
2,901,2,1,49
3,1730,3,1,120
3,1500,3,3,102
4,3500,4,2,245
2,1203,2,1,59
2,1357,2,2,54
3,1600,3,2,76
1,350,1,1,13
3,1665,3,1,53
1,835,1,1,46
3,1444,2,1,80
2,1277,2,2,55
3,1521,3,1,94
2,1134,2,1,40
2,995,2,1,34
3,2760,5,2,157
2,1325,1,1,92
3,1525,3,2,90
3,1320,2,2,73
1,650,1,1,23
3,1858,2,1,167
2,1150,2,1,38
2,769,2,1,40
3,1571,3,2,105
3,1445,3,1,86
3,1590,2,2,135
2,902,2,2,49
2,1090,2,1,31
3,1712,3,3,82
2,1088,2,1,68
3,1575,3,3,63
3,1920,3,2,150
2,1100,2,2,56
2,1089,2,2,45
2,1106,2,1,43
2,927,2,2,37
2,1339,2,2,58
1,923,1,1,45
2,1175,2,2,75
2,975,2,1,55
3,2400,4,1,180
3,1330,3,2,72
2,1183,2,1,59
3,1758,3,2,133
3,1255,2,1,77
2,1100,2,2,50
2,1170,2,2,46
3,1530,3,3,51
2,1420,2,2,107
3,1591,3,1,115
3,1680,3,2,120
2,1055,2,1,57
3,1918,3,2,129
2,1280,2,1,76
3,1560,3,3,66
2,1145,2,2,49
3,2106,3,2,126
3,1801,3,2,139
2,1718,3,2,288
3,1306,3,2,54
2,1320,2,1,92
3,1350,2,2,65
4,3800,5,3,300
3,1344,2,1,42
3,1893,3,2,100
3,1107,2,1,43
2,1190,2,1,75
2,1000,2,1,35
2,1000,2,1,48
3,2113,3,2,155
2,1100,2,1,46
4,1884,4,2,120
2,1110,2,1,40
2,1027,2,2,43
3,1250,3,2,40
3,1470,3,0,62
2,1150,2,1,75
1,703,1,1,52
3,1400,2,2,62
2,1195,2,2,51
2,1302,2,1,69
3,1583,3,1,74
3,1488,2,3,60
3,1385,2,2,34
4,3262,4,2,260
3,1600,3,2,104
2,1150,2,1,90
2,1263,2,1,78
2,1299,2,2,85
2,1330,2,1,78
3,1282,2,2,52
3,1853,3,2,82
2,861,2,1,35
3,1600,3,2,95
2,1256,2,1,62
3,1390,2,2,80
2,919,2,1,49
2,1195,2,2,44
2,1159,2,1,60
3,1386,3,1,57
2,1197,2,1,79
4,2690,4,3,191
3,1295,2,1,50
3,1310,2,1,37
2,1132,2,1,79
3,2350,3,2,400
3,1645,3,2,135
2,1200,2,1,45
3,1937,3,2,140
2,1015,2,2,33
2,1080,2,2,39
3,1350,2,2,80
3,1149,2,2,29
2,1185,2,2,59
3,1720,3,1,135
3,2080,3,3,175
3,1566,3,2,97
2,1290,2,1,49
3,1531,3,2,72
3,1839,3,3,165
3,1400,2,2,40
2,550,1,1,15
2,1140,2,2,39
2,1100,2,1,46
2,1200,2,2,55
3,1618,3,1,68
4,2830,5,2,160
3,1315,2,2,74
2,1141,2,1,42
2,1080,2,2,55
2,1200,2,2,60
2,1111,2,2,41
2,1022,2,1,45
2,1275,2,2,65
2,900,2,1,70
2,1224,2,3,39
2,1135,2,3,43
2,1050,2,2,52
3,1535,3,2,86
2,1392,2,1,130
2,1050,2,2,72
3,1513,3,1,103
3,1621,3,3,72
2,892,2,1,39
2,1205,2,1,40
3,1355,3,2,83
4,1200,6,3,70
2,1400,2,2,168
2,726,2,1,35
4,3895,4,2,405
2,1079,2,2,41
2,1170,2,2,46
2,1104,2,2,39
2,950,2,1,45
3,1650,2,1,52
3,1559,3,2,127
2,1100,2,1,38
3,1750,3,3,150
2,1215,2,1,45
3,1868,3,1,135
2,1130,2,1,32
3,1570,3,3,64
3,1691,3,1,98
2,1225,2,2,55
3,1690,3,2,112
2,1418,2,2,103
4,1896,3,1,125
1,605,1,1,40
2,900,2,2,32
2,908,2,1,26
4,3216,4,1,226
2,1400,2,2,68
2,1092,2,2,44
2,1255,2,2,74
3,1500,2,1,100
2,1296,2,2,72
2,925,2,3,38
2,1023,2,2,42
2,600,3,2,75
2,1020,2,1,44
3,1530,3,2,77
3,1650,3,2,71
3,1605,2,3,85
2,1925,2,1,50
2,1190,2,2,50
3,1374,3,2,68
2,1140,2,2,65
3,1725,3,2,130
3,1075,2,1,50
3,1574,3,1,93
1,965,1,1,32
3,1550,3,2,83
2,1205,2,2,60
3,1082,2,1,55
3,1215,2,2,52
4,2483,5,2,230
1,1500,1,1,19
3,1452,3,3,60
3,1329,2,2,41
2,1125,2,1,44
3,1350,3,3,39
3,2600,3,2,195
3,1220,3,1,35
2,1255,2,1,80
3,1904,3,3,155
2,1329,2,2,70
3,2135,3,2,160
3,2770,4,3,315
1,813,1,1,39
2,800,2,2,30
3,1500,3,3,70
3,1880,3,2,95
3,1440,2,2,55
3,1630,2,2,97
3,1180,3,1,55
2,1090,2,1,36
2,1020,2,2,48
4,2425,4,3,173
2,1097,2,1,33
2,1070,2,1,50
2,1000,2,1,58
2,1150,2,1,56
3,1900,4,2,145
2,1141,2,2,49
2,937,2,1,44
2,1075,2,1,60
2,1000,2,1,65
2,936,2,2,43
2,1280,2,1,75
2,1050,2,3,45
2,1350,2,1,86
2,1325,2,1,70
2,1174,2,1,59
3,1890,3,2,162
1,735,1,1,75
1,500,1,0,24
3,1304,3,3,80
3,1653,3,2,120
3,1075,2,1,52
2,1212,3,1,42
2,1100,2,1,50
4,3436,6,3,500
2,1140,2,2,50
3,1532,3,2,83
3,1531,2,0,75
3,1270,2,2,50
2,1325,2,1,53
3,1156,2,2,44
2,1260,2,2,70
2,1934,2,0,90
2,1060,2,1,40
3,1476,3,1,95
2,1185,2,1,85
3,1265,2,1,82
4,3200,5,1,150
2,1196,2,2,56
2,1280,2,1,69
3,1850,3,3,98
2,1195,2,1,70
3,2000,3,3,185
2,1180,2,2,36
2,1050,2,1,49
3,1400,2,1,40
2,1030,2,1,77
2,1512,1,2,65
2,929,2,1,48
3,1252,3,3,61
3,1485,3,2,115
3,1124,2,2,55
3,1407,3,1,120
3,1482,2,3,97
2,1163,2,1,98
3,1570,3,2,140
1,520,1,1,14
3,2000,3,2,160
2,1352,2,2,75
2,1152,2,1,65
3,1575,3,2,93
3,1965,4,2,125
3,1300,2,2,70
2,957,2,1,47
3,1740,3,3,60
2,1060,2,0,35
2,975,2,2,50
2,1150,2,2,51
3,1738,2,3,79
3,1250,3,2,55
3,1788,3,2,90
2,1151,2,1,59
3,1300,2,2,60
2,1150,2,1,52
2,1380,2,1,75
3,1645,3,2,117
2,1141,2,1,45
2,1175,2,2,82
3,1355,2,1,61
2,1150,2,0,70
2,1000,2,2,45
2,1007,2,1,65
4,3000,5,2,100
3,1436,3,3,70
4,4000,4,3,220
2,1016,2,1,58
2,1100,2,2,48
2,1080,2,1,45
2,1070,2,1,60
3,1532,3,1,115
2,1040,2,2,42
3,1430,2,2,51
4,3262,5,2,205
2,1190,2,2,100
3,1827,3,3,100
2,1210,2,1,75
3,1500,3,3,95
2,1050,2,2,53
2,1251,2,1,88
3,1600,2,2,115
2,1128,2,1,65
3,1820,3,2,93
3,2072,4,2,159
3,1510,2,3,59
3,1925,2,3,114
3,2072,4,2,147
2,1000,2,2,36
2,960,2,3,56
2,1180,2,2,63
3,2270,3,1,180
2,1200,2,1,75
3,1180,2,1,46
3,1300,3,2,47
2,1157,2,0,40
3,1300,3,2,69
3,1305,2,1,59
3,2006,4,2,196
2,1290,2,1,80
2,1170,2,3,45
2,1400,2,3,78
2,1200,2,2,75
3,1155,2,0,60
3,1725,3,2,85
2,700,2,1,40
2,1112,2,1,88
2,1274,2,1,81
2,915,2,1,32
1,760,1,2,21
3,1540,3,2,68
2,1206,2,3,38
3,1645,3,2,95
4,2342,3,2,115
3,1200,2,1,55
2,1056,2,2,33
3,1450,3,3,54
2,1161,2,2,36
2,1097,2,3,65
2,850,2,2,35
3,1715,3,2,115
2,1200,2,1,59
2,1080,2,2,38
2,1200,2,1,50
3,1400,2,1,78
2,1230,2,1,57
3,1640,3,3,88
3,1700,3,2,125
2,1020,2,2,40
3,1275,2,2,95
2,1110,2,2,38
3,1627,3,2,88
2,620,2,1,22
2,1133,2,1,52
2,1182,2,2,82
3,1500,3,3,100
2,1200,2,2,58
2,1128,2,1,48
2,900,2,2,110
2,1100,2,1,45
2,635,1,1,22
3,1874,4,1,130
2,1171,2,2,75
3,2020,3,3,85
2,1059,2,2,34
3,1315,2,1,59
3,1760,3,2,110
3,1192,2,1,62
3,1645,3,2,121
2,1250,2,2,72
2,1340,2,1,77
3,2388,4,3,239
2,1369,2,1,104
2,1355,2,3,75
2,1150,2,2,65
3,1938,3,3,113
4,2462,4,3,124
3,1636,3,2,85
3,1430,2,2,75
3,2000,3,2,85
3,993,2,2,50
3,1700,3,3,88
2,1270,2,2,78
3,2300,3,3,290
3,1650,3,3,86
2,1109,2,1,63
2,1280,2,1,49
3,1462,3,3,71
1,607,1,1,35
2,930,2,0,25
3,2600,3,1,237
4,3000,4,2,140
3,1418,3,2,52
2,1125,2,1,65
3,1825,3,2,126
2,1320,2,3,79
3,1490,2,2,300
2,750,2,1,52
3,1400,2,2,80
4,4104,4,3,360
4,5000,4,0,375
2,965,2,2,48
2,1100,2,2,43
2,1180,2,2,41
2,1145,2,2,48
2,1027,2,1,44
2,1215,2,2,49
2,1015,2,2,58
2,1076,2,2,52
2,1300,2,1,109
2,1300,2,2,102
3,1512,3,1,123
3,1053,3,1,88
2,1153,2,1,65
2,1255,2,2,69
3,1583,3,3,109
2,1505,2,2,90
3,1365,2,2,75
3,1810,4,3,148
2,975,2,1,63
2,1250,2,3,39
3,1530,2,1,97
3,1300,2,2,39
2,1115,2,1,40
2,1308,2,1,83
2,1194,2,2,47
3,1490,2,2,59
3,1592,3,1,91
2,1222,2,0,112
2,1267,2,2,42
1,656,1,1,53
3,1698,3,2,102
3,1500,3,2,70
2,1152,2,1,65
1,550,1,0,21
2,900,2,2,42
3,1410,2,2,45
3,1419,2,3,73
2,1200,2,1,55
3,1800,3,3,65
2,990,2,1,40
2,1016,2,1,45
2,1100,2,0,39
4,850,2,1,65
2,1095,2,1,35
3,2000,3,2,85
2,1444,2,2,70
2,1415,2,3,67
3,1600,3,3,72
2,1105,2,1,41
3,1225,3,0,45
3,2560,3,2,265
2,1080,2,1,37
3,1856,3,2,135
3,1464,3,2,56
2,1150,2,2,77
3,1485,2,2,67
3,2500,3,3,75
2,1036,2,1,59
2,1400,2,2,80
2,1110,2,2,33
2,1150,2,3,48
1,715,1,1,45
4,2283,4,2,130
3,1453,2,2,43
3,1400,2,1,85
3,1400,3,0,65
3,1700,3,1,140
3,1591,3,1,120
3,1515,2,1,79
2,975,2,1,24
3,1382,2,2,76
3,1533,3,2,150
3,3815,3,1,763
2,1100,2,2,38
4,3730,6,2,450
3,1500,2,1,120
3,1391,2,2,64
2,1160,2,2,42
1,620,1,1,27
3,1482,3,3,60
2,1405,2,2,84
2,1190,2,2,40
2,1174,2,1,78
3,1411,3,1,93
2,745,2,0,50
2,1000,2,2,30
2,923,2,1,50
2,1000,2,2,32
2,1276,2,2,45
3,1460,3,2,70
2,1355,2,1,95
1,833,1,1,49
2,1200,2,1,48
1,669,1,1,36
3,1790,3,2,105
2,1020,2,1,45
2,1037,2,1,36
3,1345,2,2,57
2,1070,2,3,43
3,1385,2,2,76
2,1207,2,2,79
2,1140,2,3,55
2,1220,2,2,68
4,3596,5,0,252
3,1965,3,3,120
3,1760,2,0,115
2,1225,2,1,70
2,1075,2,2,52
2,1000,2,1,68
3,1891,3,1,109
2,1322,2,2,86
2,1045,2,1,36
3,1545,3,3,85
3,1996,3,2,135
2,1125,2,2,70
3,1560,3,1,115
3,2000,2,2,85
4,3100,4,2,310
2,780,2,1,35
3,2275,4,2,180
2,1350,2,2,41
3,1464,3,3,56
3,1570,3,3,64
1,708,1,0,28
3,1680,3,1,160
2,1400,2,1,82
2,1310,2,2,72
2,1175,2,1,57
3,1428,2,1,80
4,3252,4,3,280
2,1194,2,2,46
2,1080,2,2,35
3,1200,2,1,68
3,1320,2,1,38
3,1842,3,2,115
2,1146,2,3,55
1,440,1,1,28
2,1048,2,3,50
3,1801,3,1,115
2,1232,2,1,69
2,1150,2,2,90
3,1868,3,1,120
3,1445,2,2,47
3,1466,2,3,140
3,1730,3,2,100
3,3860,3,2,402
2,1185,2,3,70
3,3027,4,3,260
4,2400,4,3,147
2,1185,2,1,49
2,1150,2,2,49
2,1075,2,2,35
3,1760,3,2,123
2,1600,2,1,63
2,1000,2,1,78
2,1215,2,2,90
3,1734,3,3,125
2,1280,2,1,60
2,1113,2,1,55
2,1272,2,2,48
3,1240,3,2,41
2,1100,2,1,70
2,896,2,1,30
2,1200,2,0,35
4,2800,4,3,155
4,2790,4,3,198
2,1500,2,2,30
2,1096,2,2,48
2,1094,2,1,44
2,1100,2,2,49
4,2503,6,2,325
2,1145,2,2,40
3,1550,3,2,74
3,1830,4,2,82
3,1746,3,3,84
2,918,2,1,27
1,645,1,1,16
3,1305,2,1,60
2,1207,2,2,62
3,1678,3,2,125
2,950,2,1,50
2,1070,2,1,55
3,1732,3,2,92
3,1639,2,1,40
2,1360,2,1,103
3,1656,3,2,150
2,985,2,1,49
3,1999,3,2,135
2,1050,2,1,75
3,1440,2,2,64
3,1600,2,2,160
2,1253,2,1,52
3,1360,2,3,75
2,1086,2,1,47
3,1655,3,2,155
2,1418,2,2,78
2,1270,2,2,100
3,1410,2,3,52
2,1150,2,1,74
3,1440,3,2,65
2,1200,2,2,75
3,1410,2,3,50
1,624,1,1,35
2,1060,2,1,58
4,3960,5,3,386
4,1917,3,0,60
2,950,2,1,40
3,1250,3,1,50
2,1235,2,2,60
1,722,1,0,46
2,1200,2,1,93
3,1225,3,3,60
2,1220,2,1,58
1,705,1,1,52
3,1880,3,2,94
3,1550,2,1,60
3,1893,3,1,130
3,1650,3,2,75
2,1113,2,2,46
3,1586,3,3,70
3,1541,3,3,80
3,1830,3,2,101
2,1200,2,2,48
2,1015,2,1,40
2,1120,2,2,37
1,706,1,1,48
4,3000,5,3,150
3,1075,2,1,42
2,1290,2,3,80
2,1200,2,1,50
2,1150,2,1,53
3,1360,2,3,61
2,935,2,1,32
3,1730,3,3,140
2,1260,2,2,53
2,950,2,1,45
4,3216,5,2,300
3,1991,4,2,88
2,1115,2,1,60
3,1900,3,3,150
2,1109,2,1,41
4,2340,5,1,129
2,1005,2,1,43
1,416,1,1,19
2,1394,2,1,100
3,2138,3,2,110
3,1550,3,2,160
3,1300,3,1,80
2,1265,2,2,82
2,1140,2,2,52
2,1050,2,3,40
2,1100,2,1,48
2,1012,2,1,59
2,1326,2,2,57
3,1654,2,3,85
2,1070,2,1,42
3,1700,3,2,95
2,910,2,1,80
2,1140,2,2,50
3,2254,3,2,170
2,945,2,1,47
4,2462,6,2,150
1,615,1,1,44
1,575,1,1,88
2,1025,2,1,54
3,1758,3,2,95
4,3179,5,3,351
3,1342,3,3,92
3,1800,3,2,85
4,2928,4,3,198
2,1140,2,3,32
2,1608,2,2,85
3,1645,2,2,82
3,1410,2,1,56
2,1200,2,2,52
3,1275,2,2,41
3,909,2,1,40
2,1080,2,2,73
2,1092,2,1,60
3,1932,4,3,135
2,1156,2,1,72
2,924,2,2,35
2,1330,2,1,75
3,1917,4,2,113
2,985,2,1,25
1,655,1,1,53
3,1800,3,3,140
3,1785,3,3,118
3,1645,3,2,120
2,1235,2,2,63
1,662,1,1,42
2,1215,2,1,62
2,845,2,1,37
3,1525,2,2,87
2,1000,2,2,48
3,1255,2,1,90
3,1560,3,2,120
3,1620,2,2,85
3,1595,3,2,90
2,1095,2,2,38
2,835,2,0,37
3,2182,3,2,72
2,1418,2,2,106
3,1900,2,2,180
3,2700,5,2,175
2,1070,2,1,48
1,755,1,1,42
3,1645,3,2,117
1,645,1,1,16
2,919,2,0,28
2,1346,2,1,71
2,1070,2,2,45
2,1225,2,1,35
1,640,1,1,20
3,1310,2,1,52
2,1190,2,2,39
3,1645,3,2,87
2,1350,2,1,89
2,1404,2,1,68
3,1105,2,1,35
2,900,2,1,41
2,1100,2,1,41
3,1948,3,2,130
3,1464,3,2,56
2,1210,2,2,45
2,1252,2,2,55
3,2600,3,2,140
3,1300,3,2,89
2,1130,2,2,73
3,1690,3,2,125
2,950,2,1,60
2,1020,2,1,57
4,2107,4,3,95
3,1735,3,2,72
2,915,2,2,37
3,1450,3,3,68
3,2215,4,2,156
3,2431,3,1,100
3,1804,3,2,102
2,1600,3,2,88
2,1280,2,2,75
3,1255,3,2,77
2,1320,2,1,150
2,1257,2,1,69
2,1240,2,1,53
2,1255,2,3,66
2,870,2,2,36
3,1789,3,2,98
2,660,1,1,18
2,1155,2,3,56
2,1235,2,2,65
2,1025,2,2,50
3,1395,2,2,72
3,1530,2,2,74
3,1252,2,1,71
2,1081,2,1,30
3,1255,3,1,130
3,1220,3,2,56
3,1180,2,1,60
1,715,1,2,29
2,1230,2,3,94
2,1035,2,2,45
4,3360,5,0,225
3,1300,3,2,77
3,1100,3,1,52
2,1216,2,1,84
2,1450,2,3,62
1,705,1,1,57
3,1385,3,2,64
3,1310,2,1,32
2,1043,2,1,39
2,1320,2,2,110
3,1900,3,2,205
2,1140,2,2,39
2,1100,2,1,45
3,1586,3,2,90
2,975,2,1,24
2,1365,3,2,60
2,1263,2,0,107
3,1565,2,2,59
4,2882,5,1,204
3,2320,3,2,170
3,1750,3,3,99
2,1143,2,1,55
3,1936,3,1,118
2,660,1,1,15
2,700,1,1,19
3,1402,2,2,85
4,4640,4,2,600
2,1000,2,2,41
2,1000,2,1,35
2,818,2,1,26
4,2422,3,2,150
2,1145,2,2,100
3,1190,2,2,30
2,1145,2,1,62
3,1575,3,3,68
2,1200,2,2,46
3,1500,2,2,63
4,2560,4,2,75
3,1583,3,3,76
2,700,2,1,34
2,950,2,0,38
2,1041,2,1,36
2,1085,2,1,70
2,1070,2,2,37
2,1165,2,1,45
2,1000,2,1,35
2,1169,2,1,64
3,1840,3,2,140
3,1550,3,1,75
2,997,2,3,53
2,1457,2,3,60
2,1000,2,1,60
2,1165,2,2,75
3,1787,3,2,123
3,1288,2,1,70
3,1430,2,2,54
1,750,1,1,25
3,1500,2,1,78
2,1230,2,2,66
1,780,1,1,55
2,1220,2,1,80
2,1110,2,2,43
3,2100,3,2,240
3,1690,3,2,85
2,1130,2,2,78
2,1213,2,1,59
2,900,2,2,45
2,1199,2,1,85
1,661,1,1,36
2,1804,2,1,285
3,1710,3,2,100
2,1030,2,2,50
3,1220,3,2,56
3,1530,3,2,73
3,2000,3,2,85
1,300,1,1,20
3,1751,2,1,115
2,1255,2,2,79
3,1778,3,2,122
2,1100,2,1,45
2,1480,2,2,65
2,1358,2,1,81
1,580,1,1,27
2,1197,2,1,63
3,1705,3,1,110
3,1310,2,1,37
2,1132,2,0,67
2,814,2,1,55
3,1575,3,2,90
2,1302,2,1,66
3,2006,4,2,196
2,1100,2,2,44
2,830,2,2,37
3,1590,3,0,120
2,1140,2,1,33
2,1090,2,2,59
3,1922,3,3,106
2,965,2,1,67
2,883,2,1,40
2,1062,2,1,42
3,1358,2,1,43
2,1108,2,1,87
2,1197,2,1,79
2,1190,2,1,50
4,3754,6,2,430
3,1749,3,1,117
3,1691,3,2,104
3,1449,3,2,100
2,1400,2,1,80
3,1310,2,1,37
2,1100,2,1,48
3,1230,2,2,53
3,1750,3,2,130
3,1450,3,2,100
3,1810,3,2,126
2,1246,2,1,62
3,1420,3,2,85
4,2658,5,3,187
3,1450,2,3,89
4,1200,4,1,230
2,1367,2,2,62
3,2254,3,2,170
2,1160,2,2,42
3,1711,3,3,75
2,1120,2,2,37
2,950,2,1,47
2,1560,2,2,145
2,1225,2,2,60
2,1340,2,3,77
3,1846,3,3,145
2,1155,2,1,46
2,1205,2,1,70
2,1140,2,1,36
2,1140,2,2,38
3,1300,2,1,63
2,1051,2,2,60
2,1134,2,1,45
3,2500,4,1,260
2,1135,2,2,32
3,1745,3,2,77
3,1665,3,2,105
2,1220,2,2,48
3,1868,3,2,113
2,1210,2,1,76
2,1351,2,1,77
3,1636,3,1,119
2,1464,2,2,56
1,418,1,1,12
2,1339,2,2,62
3,2370,4,2,195
3,1530,2,2,74
2,1100,2,1,46
3,1350,3,2,58
2,1290,2,2,52
3,1220,2,1,35
3,1846,3,2,155
3,1847,3,2,135
2,1430,2,2,110
2,935,2,1,45
3,1590,3,2,96
3,1286,3,1,67
2,1141,2,2,40
2,1554,3,3,130
3,3520,3,3,430
5,7500,7,3,1700
3,1749,3,2,112
2,1140,2,3,45
3,1000,2,1,41
2,1065,2,1,58
3,1520,2,2,96
3,1075,2,1,43
3,1539,2,2,52
2,1342,2,2,115
2,1004,2,1,49
2,1295,2,2,95
2,1098,2,1,74
2,1070,2,1,45
2,1016,2,2,40
3,1450,3,1,68
1,654,1,1,37
2,1080,2,2,38
2,1046,2,1,75
3,1950,3,3,165
3,1610,3,1,84
2,1151,2,2,50
2,1125,2,1,58
2,992,2,2,25
2,1000,3,2,60
3,1850,3,2,90
2,1174,2,1,75
2,1100,2,1,45
2,1095,2,1,38
3,3580,3,1,411
3,1082,2,0,42
3,1350,2,3,47
2,1314,2,2,78
2,1290,2,3,40
2,1010,2,2,55
3,1636,3,2,97
2,1050,2,2,39
3,1520,2,2,125
2,1067,2,1,60
2,1060,2,2,35
2,955,2,1,35
2,1418,2,2,104
2,700,1,0,19
2,1366,2,1,83
2,1090,2,2,35
3,1250,3,2,58
4,3600,4,3,450
2,950,2,1,33
2,1470,2,2,170
2,1250,2,2,40
3,1494,2,2,94
3,1445,2,1,105
3,1397,3,3,105
1,606,1,1,40
2,861,2,1,34
2,1170,2,2,40
4,2461,6,2,353
2,1205,2,1,75
1,660,1,0,75
2,1153,2,2,43
5,4500,7,3,294
2,1200,2,2,62
3,1450,3,3,42
2,1139,2,2,60
3,1530,3,2,105
3,1575,3,3,101
1,650,1,1,25
2,1120,2,2,40
3,1700,3,1,80
2,1090,2,2,48
3,1897,4,2,93
2,700,2,1,40
2,1437,2,1,71
3,1856,3,1,120
2,1036,2,1,59
2,1125,2,2,40
3,1320,2,3,55
3,2215,4,1,310
2,660,1,1,16
3,1730,3,3,110
3,1804,3,1,115
3,1795,3,2,140
2,1050,2,1,50
3,2100,3,3,120
3,1199,2,1,48
